vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
EY	1	HATE	620.1	2755.5	3406.1	225.2	211.3	1130.0	630.648	630.636	630.736	0.1	21	1	4	1	0	0			591.0	2748.2	559.6	2768.1	539.2	2818.3	534.4	2837.7	524.2	2785.5	4		560	2756	3249	21.141	1	hate	630.6691
OW	1	THOSE	671.1	1529.7	2796.0	151.8	359.9	222.9	630.874	630.866	630.936	0.07	62	3	4	2	3	0			668.2	1507.1	652.0	1407.3	625.0	1343.4	609.4	1345.3	600.2	1448.3	5		669	1470	2759	62.3423	1	those	630.8834
ER	1	SHIRTS	609.4	1930.5	2193.3	85.4	166.6	251.5	631.128	631.085	631.215	0.13	94	1	4	1	5	3			612.0	2005.5	608.0	1921.3	586.7	1863.1	578.3	1834.1	561.4	1947.4	5		581	1850	2057	94.60053	1	shirts	631.1539
UH	1	LOOK	700.2	1480.8	2808.6	108.7	161.1	741.3	632.839	632.819	632.879	0.06	7	1	6	1	7	0			721.0	1487.5	695.7	1479.4	640.3	1465.2	587.4	1476.9	605.5	1575.8	5		731	1495	2980	7.1617	1	look	632.8267
AE	1	SACKS	844.9	2206.7	3348.9	87.1	125.7	636.4	633.248	633.198	633.348	0.15	3	1	6	1	3	3			775.0	2146.8	846.0	2213.1	873.7	2246.7	948.2	2208.6	968.3	2161.4	4		830	2179	2908	3.1613	1	sacks	633.2554
AE	1	CAN'T	657.4	2495.1	3212.0	160.8	494.0	395.0	634.535	634.515	634.575	0.06	33	4	4	2	6	3			606.6	2523.8	664.4	2491.2	732.9	2466.0	788.5	2427.4	814.0	2393.8	4		799	2296	3140	3.44203	1	can't	634.5651
IY	1	EVEN	605.3	3269.0	4537.4	1214.0	390.4	464.5	634.665	634.635	634.725	0.09	11	3	2	2	0	1			709.7	3224.1	596.9	3269.3	532.2	3262.0	528.5	3129.3	504.1	2836.7	3		694	2749	3505	11.32201	1	even	634.6518
AY	1	TIE	1036.7	1829.1	2832.8	89.9	303.7	693.0	634.986	634.944	635.134	0.19	41	0	0	0	3	0			1035.5	1804.9	1015.0	1949.5	912.9	2081.4	835.9	2162.2	759.2	2186.7	5		1062	1947	3225	41.0003	1	tie	634.9894
AA	1	BOTTOM	1005.7	1605.7	3075.6	120.1	309.1	679.2	635.601	635.544	635.715	0.171	5	1	4	1	1	1			971.9	1610.3	1008.3	1600.5	1018.8	1588.9	995.0	1648.5	936.4	1772.6	4		1011	1588	3170	5.14111	1	bottom	635.6145
AE	1	JAN	726.4	2581.9	3344.5	114.4	269.5	247.2	636.804	636.754	636.904	0.15	33	4	4	2	5	0			630.5	2609.6	737.1	2576.2	852.5	2406.1	896.6	2169.2	918.4	2068.0	5		651	2604	3345	3.4425	1	Jan	636.7865
AA	1	GOT	960.7	1825.9	2528.0	53.4	368.2	723.3	637.118	637.044	637.265	0.221	5	1	4	1	6	0			927.5	1877.3	961.8	1826.2	963.9	1808.9	951.9	1842.9	872.2	1916.7	5		967	1805	2645	5.1416	1	got	637.1411
EH	1	DETENTION	913.5	2034.5	3274.5	147.2	155.3	293.2	637.581	637.564	637.614	0.05	2	4	4	2	3	4			912.6	2025.9	913.5	2034.5	911.8	2055.4	900.6	2069.2	884.5	2077.8	4		907	2036	3029	2.44234	1	(de)tention	637.5833
AE	1	THAT	899.3	2019.8	3202.0	95.7	170.4	408.2	638.048	638.015	638.114	0.099	3	1	4	1	3	0			878.6	2001.4	900.6	2020.4	909.2	2020.0	918.4	2021.7	914.7	2027.7	4		910	1977	3056	3.1413	1	that	638.0758
AE	1	HAD	872.4	2024.2	2967.3	107.3	221.5	1534.0	639.004	638.974	639.064	0.09	3	1	4	2	0	0			873.2	2085.1	871.1	2023.3	834.4	2046.4	791.1	2074.8	737.6	2068.9	5		879	2022	3074	3.142	1	had	638.9976
EY	1	STAY	644.5	2395.0	3241.8	164.3	117.4	1591.1	639.324	639.293	639.423	0.13	22	0	0	0	3	0			640.1	2355.7	625.1	2471.5	580.0	2559.5	555.8	2595.6	505.6	2557.4	5		644	2379	3187	22.0003	1	stay	639.3217
IH	1	SIX	748.8	1918.7	2983.9	104.0	185.5	220.5	639.773	639.743	639.833	0.09	1	1	6	1	3	3			704.8	1900.5	751.9	1921.1	758.0	1939.1	746.2	1969.7	734.5	2022.9	5		751	1948	2930	1.16133	1	six	639.7919
AA	1	SOCKS	985.0	1703.7	2787.4	80.1	252.4	709.5	641.355	641.282	641.502	0.22	5	1	6	1	3	3			867.5	1712.3	1000.2	1710.9	1025.4	1736.7	1038.2	1725.6	1014.6	1755.3	5		1021	1743	2607	5.1613	1	socks	641.3874
AA	2	FLIPFLOPS	998.6	1635.4	2903.2	86.1	189.6	211.7	642.345	642.292	642.452	0.16	5	1	1	1	8	3			955.9	1536.1	1003.6	1643.5	1013.8	1671.7	981.9	1639.7	893.7	1385.1	5		1004	1675	2904	5.1118	1	(flip)flops	642.368
AO	1	HALL	929.0	1286.2	1653.2	151.3	210.0	1459.4	642.93	642.913	642.963	0.05	53	5	4	2	0	0			912.0	1260.2	929.0	1286.2	935.0	1295.3	937.6	1278.9	932.8	1259.9	6		969	1260	3160	53.542	1	hall	642.9574
AA	1	MONITOR	912.7	1411.2	1813.1	173.0	192.0	742.9	643.13	643.103	643.183	0.08	5	4	4	2	2	2			913.9	1366.3	910.4	1415.1	885.9	1452.1	878.6	1471.7	884.5	1529.3	6		1015	1519	3189	5.44222	1	monitor	643.1309
AO	1	STALKS	892.4	1455.8	2743.0	70.6	208.3	523.9	643.623	643.583	643.703	0.12	53	1	6	1	3	3			841.2	1512.7	895.6	1451.7	930.0	1430.6	931.0	1419.0	893.8	1435.2	5		936	1425	2574	53.1613	1	stalks	643.6446
IY	1	SEE	504.8	2641.0	3382.5	177.1	138.7	257.9	644.775	644.748	644.828	0.08	12	0	0	0	3	0			502.2	2554.2	505.0	2648.0	513.6	2705.9	514.1	2689.3	507.4	2649.5	4		502	2512	3253	12.0003	1	see	644.7629
AW	1	OUT	1000.4	1568.4	2513.3	67.3	184.6	389.4	645.386	645.367	645.467	0.1	42	1	4	1	0	0			1003.6	1564.9	1019.9	1543.4	1003.1	1526.6	958.6	1511.0	883.7	1527.5	6		1033	1584	2684	42.141	1	out	645.4085
AO	2	UNIFORM	690.7	1060.9	2231.0	163.5	93.4	155.8	646.454	646.437	646.487	0.05	64	6	4	2	1	3			655.5	1035.7	690.7	1060.9	748.6	1113.6	780.2	1160.4	801.4	1208.3	6		804	1180	2248	54.6001	1	(uni)form	646.4707
AE	1	LAST	804.6	2088.7	3207.8	85.2	168.1	241.3	647.157	647.113	647.244	0.131	33	3	4	1	7	0			777.6	2091.3	807.8	2088.2	832.4	2060.0	831.3	2008.5	768.9	1828.5	4		780	2099	3238	3.34173	1	last	647.1399
AA	1	JOHN	958.9	1716.4	2567.1	147.4	183.9	800.7	647.693	647.653	647.773	0.12	5	4	4	2	5	0			888.7	1828.0	967.7	1704.8	1032.0	1658.8	1063.9	1699.5	1017.2	1788.6	5		1102	1708	3397	5.4425	1	John	647.7166
AA	1	GOT	824.7	1899.7	2725.8	71.5	221.6	220.7	647.9	647.873	647.953	0.08	5	1	4	1	6	0			766.3	1982.3	828.8	1893.7	857.1	1843.5	857.6	1808.5	840.8	1799.3	5		914	2063	2999	5.1416	1	got	647.9105
EH	1	SUSPENDED	885.7	1712.4	2727.8	94.1	232.5	516.4	648.224	648.204	648.263	0.059	2	4	4	2	1	4			845.6	1661.8	888.4	1720.0	904.6	1788.7	905.8	1875.7	897.1	1958.9	5		947	1935	3382	2.44213	1	(su)spended	648.2379
EH	1	SAID	781.3	1894.4	3000.2	111.4	214.9	405.6	648.917	648.884	648.983	0.099	2	1	4	2	3	0			690.2	1894.9	793.2	1892.3	842.1	1867.4	838.2	1855.7	793.0	1835.4	5		859	1901	3135	2.1423	1	said	648.9345
EH	1	DRESS	663.0	1753.4	2537.5	81.4	207.0	244.5	649.832	649.802	649.892	0.09	2	3	4	1	8	0			618.3	1811.3	667.1	1748.7	716.2	1699.9	767.7	1665.0	791.5	1663.6	5		835	1847	2978	2.3418	1	dress	649.8665
OW	1	CODE	721.5	1321.7	2585.1	314.6	358.4	771.0	650.031	650.022	650.112	0.09	62	1	4	2	6	0			683.9	1274.9	663.7	1249.7	636.7	1235.0	617.8	1276.4	603.0	1375.9	5		771	1239	3078	62.142	1	code	650.063
AH	1	SUCKS	916.3	1478.5	2661.1	80.3	215.3	454.7	650.311	650.261	650.411	0.15	6	1	6	1	3	3			871.2	1535.7	917.9	1477.0	893.1	1504.0	865.3	1537.9	778.8	1544.8	5		978	1633	2994	6.1613	1	sucks	650.308
OW	1	DON'T	724.5	1697.5	2668.9	86.6	216.5	387.1	651.228	651.211	651.282	0.071	62	4	4	2	3	0			716.2	1731.8	745.0	1605.7	776.1	1509.0	817.0	1458.7	847.1	1445.9	5		853	1442	3301	62.44233	1	don't	651.2732
IY	1	SEE	490.8	2714.6	3408.8	156.1	148.8	533.3	651.521	651.481	651.601	0.12	12	0	0	0	3	0			496.0	2647.4	490.4	2719.9	489.0	2699.5	481.6	2400.3	476.4	1873.7	4		495	2688	3383	12.0003	1	see	651.5105
AO	1	WRONG	920.7	1399.1	2178.4	144.2	111.0	792.2	651.908	651.871	651.981	0.11	53	4	6	2	7	0			886.7	1369.2	922.4	1400.1	941.9	1407.3	950.1	1412.4	955.8	1415.8	6		972	1422	2440	53.46273	1	wrong	651.9413
AE	1	THAT	913.7	2035.0	3081.8	103.6	234.8	418.6	652.471	652.381	652.651	0.27	3	1	4	1	3	0			844.5	2052.6	917.1	2028.3	917.3	1971.9	894.1	1916.1	870.8	1891.0	4		895	2045	3077	3.1413	1	that	652.4554
IY	1	EVEN	479.5	2789.8	3483.3	130.7	173.2	229.5	653.472	653.446	653.525	0.079	11	3	2	2	0	1			466.2	2852.2	481.5	2776.3	494.5	2695.4	505.5	2581.4	514.2	2388.7	4		486	2746	3456	11.32201	1	even	653.4767
AA	1	FATHER	869.9	1487.2	2314.3	94.7	177.0	268.5	653.812	653.756	653.925	0.169	43	3	3	2	1	1			918.6	1663.8	885.4	1501.0	977.9	1581.5	982.3	1617.6	925.4	1594.9	5		1074	1867	2656	43.33111	1	father	653.8416
EH	1	SAYS	651.9	1696.1	2791.1	97.8	185.2	331.2	654.132	654.105	654.185	0.08	2	3	4	2	3	0			647.2	1690.7	650.6	1695.8	610.9	1693.4	560.4	1698.1	532.0	1711.2	5		690	1792	2916	2.0023	1	says	654.1281
OW	1	KNOW	775.9	1574.2	2582.7	104.2	213.0	143.9	654.656	654.645	654.735	0.09	63	0	0	0	4	0			780.0	1519.8	773.1	1385.3	751.8	1268.9	729.8	1154.9	709.3	1070.2	5		777	1382	2596	62.0004	1	know	654.6767
IY	1	MEAN	852.0	2724.9	3589.9	326.9	126.8	291.3	655.049	655.016	655.115	0.099	11	4	4	2	2	0			809.9	2165.3	852.2	2725.0	882.7	2710.9	883.0	2669.5	799.4	1847.8	5		779	2686	3479	11.4422	1	mean	655.0518
UW	1	SCHOOL	518.2	982.1	2245.4	119.5	201.8	761.9	656.813	656.796	656.846	0.05	72	5	4	2	6	0			560.0	993.1	518.2	982.1	534.4	969.1	550.3	985.7	562.0	1002.6	6		596	1049	2632	72.5426	1	school	656.8522
AO	1	CAUGHT	862.8	1353.7	2692.0	97.7	136.8	215.8	672.621	672.568	672.728	0.16	53	1	4	1	6	0			863.9	1353.7	864.4	1356.3	882.5	1368.2	883.8	1370.1	893.4	1389.3	5		887	1365	2746	53.141	1	caught	672.6589
AA	1	DON	1000.7	1600.4	3148.5	230.8	176.3	365.2	676.667	676.6	676.8	0.2	5	4	4	2	3	0			919.2	1743.6	1007.4	1590.4	1018.0	1556.7	1038.6	1590.8	969.8	1688.0	4		957	1557	2385	5.4423	1	don	676.6671
AO	1	DAWN	894.3	1302.0	1653.9	118.7	138.4	1567.6	677.01	676.95	677.13	0.18	53	4	4	2	3	0			837.8	1312.6	896.7	1301.3	910.2	1273.1	909.3	1265.1	882.7	1322.5	6		915	1309	3017	53.4423	1	dawn	677.0302
AA	1	FATHER	922.1	1612.9	2777.9	55.1	159.4	606.1	679.57	679.507	679.697	0.19	43	3	3	2	1	1			866.8	1554.2	925.5	1613.9	963.5	1618.4	968.0	1629.7	909.1	1685.9	5		970	1617	2833	43.33111	1	father	679.6139
AA	1	BOTHER	964.7	1601.2	3156.2	97.9	230.1	724.0	680.243	680.166	680.396	0.23	5	3	3	2	1	1			894.3	1615.9	967.3	1601.4	962.2	1601.6	958.6	1628.9	911.5	1678.3	4		964	1575	3010	5.33111	1	bother	680.2595
AY	1	RHYME	929.3	1711.2	2009.3	151.1	317.8	572.1	682.158	682.122	682.262	0.14	41	4	1	2	7	0		s	922.6	1709.9	926.2	1781.1	885.4	1844.6	823.6	1851.9	772.3	1753.2	6		1021	1847	3024	41.4127	1	rhyme	682.1645
IH	1	NEARER	629.0	2567.5	3094.6	218.1	117.9	277.8	685.149	685.109	685.229	0.12	14	6	4	2	4	1			595.8	2715.9	635.8	2552.3	670.2	2449.7	673.4	2302.1	701.3	2125.0	5		591	2832	3371	14.60041	1	nearer	685.1131
IH	1	MIRROR	625.0	2624.6	2861.8	229.0	200.9	372.5	685.558	685.518	685.638	0.12	14	6	4	2	2	1			629.2	2675.6	623.2	2609.6	629.4	2437.6	645.7	2251.6	650.1	2072.6	5		616	2683	3074	1.60021	1	mirror	685.5374
UW	1	FOOL	498.1	893.7	2223.0	43.9	233.2	726.4	688.79	688.747	688.877	0.13	72	5	4	2	1	0			505.8	884.3	497.2	895.8	490.0	913.7	488.4	932.9	487.6	934.9	6		503	1024	2704	72.5421	1	fool	688.8133
AA	1	FARM	868.6	1473.9	2280.4	96.3	184.6	889.2	708.024	707.974	708.125	0.151	44	6	4	2	1	3			799.6	1403.6	882.4	1489.5	919.7	1576.7	901.0	1615.2	886.2	1673.4	6		942	1600	2599	44.6001	1	farm	708.0414
AH	1	DUSK	829.1	1767.4	2974.8	64.0	152.0	378.0	708.457	708.414	708.544	0.13	6	3	4	1	3	3			791.9	1814.6	830.5	1760.5	839.8	1714.4	844.5	1704.4	843.5	1688.1	4		823	1711	2865	6.34133	1	dusk	708.4624
AY	1	SIGHT	820.2	1659.4	2781.9	84.1	142.1	192.1	708.958	708.924	709.054	0.13	47	1	4	1	3	0			805.5	1592.3	806.9	1772.5	725.4	2027.9	608.4	2353.3	499.3	2218.2	5		828	1628	2735	47.1413	1	sight	708.9549
AA	1	SOCKS	1034.5	1734.9	2825.4	99.9	198.5	292.9	709.434	709.374	709.554	0.18	5	1	6	1	3	3			957.4	1770.5	1039.5	1726.7	1079.9	1669.8	1065.2	1684.2	1032.5	1745.3	4		1052	1616	2646	5.1613	1	socks	709.4659
EH	1	ELEMENTARY	838.7	2086.8	2436.4	53.1	127.3	2557.0	710.045	710.025	710.085	0.06	2	4	4	2	2	5			839.5	2068.6	838.3	2089.5	833.4	2116.4	826.5	2147.5	817.5	2014.2	5		846	2089	3285	2.44225	1	(ele)mentary	710.0477
AY	1	HIGHSCHOOL	960.4	1790.2	2739.7	153.1	363.1	506.2	710.59	710.585	710.685	0.1	47	3	4	1	0	4			930.2	1901.7	847.7	2068.9	746.0	2260.2	647.7	2467.7	597.4	2534.7	4		919	1947	2768	47.34201	1	highschool	710.6098
OW	1	BOAT	645.2	1041.7	2827.9	130.1	75.9	515.9	711.285	711.245	711.405	0.16	62	1	4	1	1	0			646.5	1047.2	644.1	1030.2	779.1	1391.0	793.1	1478.8	548.4	1375.1	5		646	1045	2897	62.1411	1	boat	711.2783
AY	1	SLIDER	955.5	1652.7	2787.9	87.7	173.2	220.2	712.125	712.092	712.232	0.14	41	1	4	2	8	1			951.6	1593.4	914.2	1839.4	816.5	2055.0	731.8	2222.3	639.9	2210.0	5		964	1661	2792	41.14281	1	slider	712.1262
IH	1	SIX	660.3	2108.1	3042.4	132.9	160.9	581.7	713.243	713.216	713.296	0.08	1	1	6	1	3	3			620.7	2057.8	662.6	2112.5	675.5	2162.4	653.9	2200.8	601.2	2216.4	5		678	2156	2999	1.16133	1	six	713.2548
AY	1	TIGER	1011.6	1803.9	2665.6	210.7	464.3	763.4	713.674	713.665	713.815	0.15	41	1	6	2	3	1			977.0	1733.0	922.1	1904.9	822.9	2117.7	689.6	2347.6	619.6	2632.0	5		969	1753	2651	41.25231	1	tiger	713.7038
ER	1	BURN	810.5	1691.5	1878.6	115.1	278.6	255.2	714.652	714.555	714.845	0.29	94	4	4	2	1	0			766.1	1665.9	814.6	1700.5	826.2	1724.5	813.6	1762.0	793.9	1813.1	5		789	1719	1831	94.6001	1	burn	714.7278
AY	1	WRITING	766.3	1847.8	2142.2	94.3	337.7	591.2	715.35	715.335	715.456	0.121	47	1	4	1	7	1			759.7	1949.8	682.4	2115.8	622.5	2250.3	575.9	2518.4	514.9	2622.4	5		772	1813	2094	47.1417	1	writing	715.3511
OW	1	GO	692.4	1376.4	2749.6	55.2	80.2	294.0	715.855	715.826	716.196	0.37	63	0	0	0	6	0			758.4	1275.6	706.3	1141.3	617.3	1027.0	596.3	940.1	613.2	858.7	5		760	1284	2749	62.0006	1	go	715.8997
AO	1	STALKS	917.7	1305.7	2418.0	98.2	156.2	321.7	716.513	716.446	716.646	0.2	53	1	6	1	3	3			880.2	1379.9	919.9	1300.0	924.4	1277.9	922.3	1286.5	878.7	1308.6	5		925	1288	2421	53.1613	1	stalks	716.5281
AO	1	INVENTORY	701.0	1438.7	2388.5	164.6	355.4	591.7	718.845	718.825	718.885	0.06	64	6	4	2	3	1			697.5	1534.7	700.3	1429.3	701.6	1364.5	706.0	1345.8	708.7	1351.7	5		709	1340	2313	54.60031	1	(inven)tory	718.8695
ER	1	FIRM	784.1	1717.3	1962.0	135.5	302.3	181.2	719.943	719.853	720.123	0.27	94	4	1	2	1	0			793.7	1696.4	781.6	1714.6	769.1	1709.2	749.6	1684.3	740.5	1695.9	5		777	1728	1959	94.6001	1	firm	719.9699
AY	1	SPIDER	893.8	1642.4	2730.3	309.6	311.2	689.4	720.81	720.813	720.972	0.159	41	1	4	2	1	1			876.0	1635.0	862.6	1880.7	782.3	2054.9	675.6	2176.3	648.3	2277.2	5		884	1726	2660	41.14211	1	spider	720.8528
EH	1	DESK	966.0	1874.7	2778.9	55.2	174.0	265.1	721.542	721.482	721.662	0.18	2	3	4	1	3	3			853.1	1950.6	972.6	1868.5	982.4	1834.3	947.5	1825.3	879.5	1844.1	5		985	1841	2767	2.34133	1	desk	721.5603
UW	2	RUDIMENTARY	508.6	1574.9	2176.8	205.5	515.2	325.3	722.14	722.133	722.193	0.06	73	1	4	2	7	2			508.6	1574.9	497.8	1640.2	498.3	1676.1	489.7	1748.5	480.9	1826.3	5		483	1557	2060	82.14272	1	rudimentary	722.16
EH	1	RUDIMENTARY	897.2	2010.1	3324.5	138.1	141.9	308.4	722.35	722.333	722.383	0.05	2	4	4	2	2	5			896.3	1998.0	897.2	2010.1	891.8	2035.9	878.7	2054.3	860.0	2063.0	4		894	2015	3225	2.44225	1	(rudi)mentary	722.3546
OW	1	HOME	733.0	1132.6	2965.5	196.5	168.1	442.2	724.755	724.735	724.905	0.17	62	4	1	2	0	0			771.0	1260.6	734.1	1198.7	755.8	1460.1	761.6	1649.6	716.4	1389.2	5		698	1105	2172	62.412	1	home	724.7929
EH	1	SEX	880.4	1928.8	2880.4	55.9	124.2	152.9	725.281	725.234	725.375	0.141	2	1	6	1	3	3			757.8	1953.8	889.0	1924.0	961.4	1873.5	986.2	1881.3	939.0	1936.2	4		987	1871	2443	2.16133	1	sex	725.316
AY	1	TIED	1054.1	1706.4	2649.7	82.5	201.6	265.0	725.902	725.864	726.164	0.3	41	1	4	2	3	0			1048.6	1727.0	1023.6	1896.0	826.8	2136.4	667.0	2207.7	637.2	2140.1	5		1044	1765	2715	41.0023	1	tied	725.9393
AE	1	BAG	845.1	2288.2	3189.3	88.9	158.5	386.4	726.457	726.344	726.684	0.34	3	1	6	2	1	0			817.0	2288.9	852.4	2279.3	970.5	2136.4	1018.9	2027.0	947.6	1944.0	4		812	2273	3030	3.1621	1	bag	726.4318
OW	1	NO	863.9	1800.2	2955.6	100.7	204.2	580.1	727.023	726.995	727.335	0.34	63	0	0	0	4	0			884.3	1468.9	792.5	1230.1	619.8	1037.5	738.4	2161.1	591.3	895.2	5		892	1543	2964	62.0004	1	no	727.0518
AY	1	RIDING	984.8	1581.7	2447.5	54.5	300.0	360.0	727.915	727.858	728.019	0.161	41	1	4	2	7	1			946.4	1465.1	984.8	1571.9	945.7	1869.2	801.9	2212.2	647.7	2409.5	5		988	1508	2478	41.1427	1	riding	727.9074
AE	1	SACKS	828.7	2216.6	3132.1	91.7	151.1	324.5	728.498	728.428	728.638	0.21	3	1	6	1	3	3			747.2	2161.7	834.0	2213.9	898.9	2160.3	981.1	2065.8	970.8	2019.0	4		815	2204	2808	3.1613	1	sacks	728.495
EH	2	SEDIMENTARY	792.8	1750.1	2814.0	105.6	213.2	303.4	729.025	728.998	729.078	0.08	2	1	4	2	3	2			723.9	1718.4	797.4	1754.1	836.5	1794.5	838.6	1832.5	807.8	1852.1	5		843	1817	2871	2.14232	1	sedimentary	729.0461
AY	1	MINOR	1024.5	1656.4	1944.4	151.6	479.1	520.9	729.905	729.879	730.009	0.13	41	4	4	2	2	1			1024.5	1656.4	987.7	1723.5	920.6	1807.1	859.7	1805.7	834.9	1065.5	6		1097	1859	3060	41.44221	1	minor	729.9144
AA	1	MA	992.5	1435.5	1894.6	193.9	270.2	612.4	730.737	730.714	730.783	0.069	43	0	0	0	2	0			951.3	1441.1	996.6	1434.7	1022.0	1416.2	1035.2	1425.7	1034.9	1434.9	6		1175	1596	3098	43.0002	1	ma	730.8031
AA	1	PA	1024.7	1572.2	2639.4	57.1	221.1	419.4	731.14	731.074	731.273	0.199	43	0	0	0	1	0			1032.2	1585.5	1024.6	1574.0	1029.6	1602.2	1033.4	1632.3	1028.8	1631.9	5		1032	1608	2689	43.0001	1	pa	731.1757
AY	1	TIED	1057.6	1717.3	2582.2	80.3	164.3	380.9	733.204	733.127	733.478	0.351	41	1	4	2	3	0			1056.7	1706.0	1025.4	1814.2	851.5	2127.8	635.8	2422.4	576.8	1785.0	5		1112	1825	3441	41.0023	1	tied	733.1827
AO	1	HORSE	650.9	1032.7	2090.0	150.5	109.8	141.8	735.88	735.853	735.933	0.08	64	6	4	2	0	3			633.8	974.0	652.4	1038.8	661.1	1110.0	661.3	1150.3	670.1	1215.5	6		644	947	2277	54.6	1	horse	735.8634
AY	1	SIDE	1022.0	1743.5	3044.8	135.1	216.2	1371.0	736.61	736.523	736.843	0.32	41	1	4	2	3	0			1005.7	1727.9	1004.8	1769.6	954.9	1893.2	756.4	2210.8	602.7	2594.8	4		976	1624	2315	41.1423	1	side	736.6008
AH	1	SUCKS	902.7	1553.8	2579.5	67.5	196.5	511.0	737.227	737.184	737.313	0.129	6	1	6	1	3	3			871.8	1634.1	905.8	1547.7	919.2	1519.6	887.3	1538.3	856.2	1562.8	5		920	1515	2488	6.1613	1	sucks	737.2471
EY	1	VAGUE	617.6	2465.0	3077.0	135.6	257.3	229.5	739.486	739.439	739.758	0.319	21	1	6	2	1	0			608.0	2574.0	538.1	2723.4	502.9	2792.1	497.2	2752.1	475.5	2802.4	5		600	2566	3130	21.16211	1	vague	739.5017
AY	1	MINER	948.2	1573.1	1795.7	227.0	207.6	1007.1	740.278	740.248	740.399	0.151	41	4	4	2	2	1		s	948.2	1573.1	899.7	1706.6	858.1	1766.5	783.0	1372.1	574.5	1036.2	6		1030	1597	3094	41.44221	1	miner	740.2748
EH	1	MARY	713.5	2438.7	3277.0	146.8	197.9	680.0	740.942	740.899	741.028	0.129	2	6	4	2	2	1			713.3	2500.9	714.1	2428.9	733.6	2341.1	760.7	2235.9	798.8	2115.9	4		711	2513	3288	24.60021	1	Mary	740.9185
