AlexS, 20, M, W, 12, Utica, 2006

vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
IY	1	PEOPLE	398.2	2094.4	2533.1	238.2	512.6	296.2	145.716	145.683	145.783	0.1	11	1	1	1	1	1			413.3	1864.4	397.0	2116.3	394.3	2141.6	401.3	2053.5	416.0	1969.7	4	
AA	1	FALLING	665.4	952.0	2635.7	44.5	92.5	159.1	146.245	146.198	146.338	0.14	5	5	4	2	1	1			718.5	1034.5	662.9	952.7	664.1	968.1	660.7	972.8	666.8	979.6	5	
AH	1	OTHER	584.0	1397.5	2356.8	62.0	158.7	165.9	147.221	147.198	147.267	0.069	6	3	3	2	0	1			585.7	1441.3	582.8	1393.9	568.9	1364.0	562.5	1359.0	559.3	1360.6	5	
AA	1	NOT	732.1	1428.2	2464.8	104.0	243.5	482.8	147.524	147.507	147.557	0.05	5	1	4	1	4	0			713.4	1399.0	732.1	1428.2	748.2	1447.5	756.2	1447.4	760.3	1441.1	4	
OW	1	SUPPOSED	515.0	1016.1	2500.1	86.0	96.2	538.5	147.713	147.698	147.767	0.069	62	3	4	2	1	3			514.8	1014.7	516.7	1037.2	515.6	1062.3	509.6	1073.8	501.6	1083.6	6	
AY	1	BIKES	660.9	1277.8	2380.2	31.6	77.3	175.3	148.059	148.007	148.138	0.131	47	1	6	1	1	3			634.3	1121.3	659.6	1236.5	655.1	1381.8	599.5	1573.6	541.2	1789.2	5	
IY	1	EITHER	414.8	2126.6	2625.5	97.5	98.3	266.3	148.548	148.498	148.648	0.15	11	3	3	2	0	1			443.2	2093.1	414.1	2129.0	417.3	2133.2	414.4	2083.1	510.5	1879.0	4	
ER	0	EITHER	567.5	1520.2	1864.0	80.9	127.9	140.6	148.748	148.698	148.848	0.15	94	0	0	0	3	0			556.8	1181.7	568.6	1519.9	604.3	1506.8	705.0	1566.6	790.4	1744.7	6	
AE	1	THAT'S	575.9	1663.0	2654.2	54.3	166.8	286.4	149.625	149.595	149.685	0.09	3	1	4	1	3	3			565.4	1686.0	576.7	1661.1	579.1	1641.4	566.9	1644.4	552.3	1626.6	4	
AH	0	A	615.9	1303.0	2554.4	93.2	164.1	272.1	149.882	149.865	149.915	0.05	6	0	0	0	0	0			609.7	1312.9	615.9	1303.0	625.5	1291.6	629.6	1277.7	621.4	1256.9	4	
IH	1	BIG	493.5	1662.9	2301.2	94.0	103.1	102.9	150.111	150.085	150.164	0.079	1	1	6	2	1	0			482.6	1619.1	497.4	1669.2	518.4	1715.0	527.1	1770.6	522.6	1829.2	6	
IY	1	REASON	436.0	1890.9	2151.2	111.1	119.5	179.4	150.364	150.344	150.404	0.06	11	3	4	2	7	1			438.5	1833.7	435.8	1896.6	435.3	1929.2	442.4	1933.7	449.2	1905.3	5	
IY	1	PEOPLE	420.2	2033.3	2408.2	154.4	174.3	268.1	150.868	150.845	150.914	0.069	11	1	1	1	1	1							809.5	2519.3	442.6	2049.8	466.6	1868.7	4	
IH	1	GET	510.6	1836.8	2194.3	72.6	140.9	168.5	151.068	151.044	151.115	0.071	1	1	4	1	6	0			484.5	1912.1	512.9	1828.3	531.6	1747.6	557.1	1683.6	587.4	1644.3	5	
ER	1	HURT	545.7	1428.5	1680.8	103.1	183.8	140.3	151.204	151.174	151.264	0.09	94	1	4	1	0	0			587.2	1457.4	542.2	1427.9	510.3	1427.8	501.5	1461.9	512.4	1527.9	6	
AH	0	CAUSE	545.0	1320.6	2236.3	84.7	103.9	174.9	151.474	151.454	151.514	0.06	6	3	4	2	6	0			541.6	1356.4	545.2	1316.9	542.5	1285.5	534.7	1259.5	529.8	1234.1	5	
AE	1	SMACK	721.9	1776.3	2634.7	74.5	203.0	238.1	151.968	151.945	152.015	0.07	3	1	6	1	2	0			732.4	1740.7	718.6	1782.9	695.8	1819.6	657.3	1871.8	601.1	1957.2	5	
UW	0	INTO	524.6	1205.7	2506.6	128.3	176.2	74.9	152.222	152.215	152.284	0.069	73	0	0	0	3	0			521.7	1188.0	511.1	1139.4	504.5	1155.7	501.0	1206.2	426.4	1032.6	6	
IY	1	EACH	444.6	1952.7	2335.2	144.1	245.0	179.9	152.308	152.284	152.355	0.071	11	2	5	1	0	0			456.5	1781.1	444.0	1967.2	442.8	2057.1	445.6	1993.3	623.1	1789.1	5	
AH	1	OTHER	613.8	1342.9	2625.2	58.4	260.9	185.0	152.498	152.465	152.565	0.1	6	3	3	2	0	1			620.2	1432.2	612.8	1333.6	604.5	1303.1	591.2	1263.2	553.7	1213.0	4	
ER	0	OTHER	551.9	1629.2	2300.1	155.7	160.2	1250.2	152.645	152.605	152.725	0.12	94	0	0	0	3	0			561.8	1594.2	552.6	1638.1	577.0	1714.3	594.4	1718.4	574.6	1808.5	4	
AO	1	OR	582.8	960.4	1936.9	279.3	452.9	790.5	154.056	154.019	154.13	0.111	64	6	4	2	0	0			791.3	1334.0	556.3	905.0	517.7	920.2	514.4	960.5	504.0	1030.4	6	
AY	1	KINDS	518.9	1902.8	2504.1	82.4	160.3	238.5	154.501	154.5	154.569	0.069	41	4	4	2	6	3		m	509.2	1855.1	501.0	1836.2	494.2	1821.1	490.5	1785.3	490.9	1742.8	5	
AE	1	THAT	555.9	1634.4	2534.8	58.9	121.2	161.9	154.722	154.699	154.769	0.07	3	1	4	1	3	0			555.4	1622.6	554.2	1637.2	533.1	1634.2	498.4	1613.7	460.9	1554.1	5	
OW	1	DON'T	650.9	1273.4	2507.3	152.4	199.6	256.0	154.837	154.819	154.899	0.08	62	4	4	2	3	0			646.7	1293.9	683.9	1196.5	689.2	1137.7	676.6	1087.0	668.3	1079.6	5	
OW	1	KNOW	631.7	1179.8	2495.5	117.9	99.9	141.9	154.986	154.979	155.04	0.061	63	0	0	0	4	0			631.7	1179.8	632.0	1136.1	619.9	1079.2	604.3	1027.9	597.1	1008.5	5	
UW	1	DOING	498.2	2072.2		149.9	403.3		155.317	155.31	155.399	0.089	73	0	0	0	3	1			498.9	2104.0	537.0	2064.5	616.0	1930.8	713.7	2227.5	819.6	2493.8	3	
IH	0	DOING	671.3	1439.2	2412.2	119.6	227.1	909.9	155.426	155.399	155.479	0.08	1	4	6	2	0	0			672.5	1353.1	671.6	1450.9	674.9	1635.3	667.7	1808.6	663.0	1881.0	4	
AA	1	FALL	634.3	973.6	2452.9	61.5	81.0	158.3	156.122	156.082	156.202	0.12	53	5	4	2	1	0			621.1	982.5	636.0	972.3	643.2	957.1	629.4	924.0	612.0	928.4	6	
IH	1	GET	513.0	1989.4	2561.0	106.3	142.3	432.4	156.345	156.321	156.392	0.071	1	1	4	1	6	0			497.0	2008.3	514.3	1988.0	520.2	1968.1	552.8	1906.7	584.3	1847.1	4	
ER	1	HURT	497.8	1396.3	1645.1	52.5	369.4	90.5	156.558	156.501	156.671	0.17	94	1	4	1	0	0			516.8	1440.9	496.8	1394.1	505.4	1463.0	483.3	1513.3	492.0	1537.1	6	
AY	1	I	744.4	1272.2	2269.9	106.1	212.4	451.6	166.25	166.231	166.311	0.08	41	0	0	0	0	0		m	743.4	1266.3	738.3	1274.5	713.6	1264.0	671.1	1226.9	605.7	1172.3	6	
EY	1	A	641.4	1695.9	2635.6	150.0	157.9	166.0	166.77	166.731	166.81	0.079	22	0	0	0	0	0			604.7	1608.9	627.2	1654.1	642.6	1699.6	652.6	1723.9	655.9	1768.1	4	
AE	1	ACCIDENT	674.5	1849.4	2644.6	31.0	205.6	163.4	166.847	166.81	166.92	0.11	3	1	6	1	0	5			664.7	1844.4	675.3	1848.0	676.8	1858.3	648.5	1881.7	611.2	1898.3	4	
AH	1	BUT	525.4	1017.3	2405.6	53.9	38.9	163.7	167.248	167.231	167.281	0.05	6	1	4	1	1	0			523.8	1017.7	525.4	1017.3	524.3	1015.1	518.2	1015.7	512.8	1019.0	5	
IY	1	PEOPLE	385.7	2114.3	2384.5	198.0	210.0	340.9	167.397	167.37	167.45	0.08	11	1	1	1	1	1			373.9	2023.8	386.0	2114.3	397.0	2053.5	407.5	1876.5	390.8	1533.3	5	
AO	1	FOUGHT	706.7	971.3	2893.3	146.3	151.1	492.8	167.821	167.771	167.92	0.149	53	1	4	1	1	0			713.9	1013.9	707.7	971.9	725.4	1018.1	722.7	1112.6	720.3	1192.4	4	
AW	1	OUT	729.5	1352.6	2365.3	52.2	156.0	366.0	167.995	167.97	168.09	0.12	42	1	4	1	0	0			727.5	1353.5	758.2	1346.7	758.3	1338.0	730.7	1373.5	721.0	1376.3	4	
IH	1	HERE	456.7	2070.0	2419.6	121.0	152.8	416.4	168.228	168.201	168.281	0.08	14	6	4	2	0	0			448.5	2119.9	457.2	2064.1	468.7	2002.8	494.8	1938.3	534.1	1842.0	4	
AY	1	I	698.4	1451.0	2227.5	93.5	259.1	426.8	168.397	168.391	168.471	0.08	41	0	0	0	0	0			688.8	1459.4	661.0	1464.6	633.5	1506.3	616.7	1603.6	578.4	1697.6	4	
IH	1	DIDN'T	530.4	1912.8	2659.7	91.3	218.0	424.4	168.518	168.501	168.551	0.05	1	4	4	2	3	3			525.5	1890.9	530.4	1912.8	542.7	1917.0	558.2	1913.9	563.6	1919.3	4	
IY	1	SEE	427.5	2143.5	2751.7	112.7	110.6	248.0	168.858	168.821	168.931	0.11	12	0	0	0	3	0			432.3	2053.4	427.3	2154.7	426.6	2203.7	430.9	2233.5	448.9	2239.1	4	
IH	1	IT	504.2	1982.3	2692.2	48.9	116.7	197.5	168.954	168.931	169.001	0.07	1	1	4	1	0	0			486.8	2066.2	509.9	1964.0	540.4	1861.6	561.9	1737.4	565.3	1611.5	4	
AH	1	BUT	628.8	1195.1	2559.9	113.8	172.8	195.5	169.164	169.111	169.271	0.16	6	1	4	1	1	0			638.0	1107.6	628.7	1206.1	634.4	1335.2	621.0	1487.1	604.5	1638.5	4	
AY	1	I	731.4	1251.7	2204.6	266.6	355.1	437.8	169.822	169.805	169.866	0.061	41	0	0	0	0	0		m	776.3	1290.2	712.7	1229.9	713.7	1245.4	627.0	1105.7	661.6	1024.9	6	
ER	1	HEARD	515.3	1336.2	1668.0	84.8	234.7	130.8	169.946	169.916	170.005	0.089	94	1	4	2	0	0			539.5	1351.3	513.4	1336.7	488.4	1351.2	471.6	1362.0	441.7	1361.9	6	
AH	1	ONCE	621.1	984.3	2394.3	131.1	137.8	170.7	170.092	170.065	170.146	0.081	6	4	4	2	9	3			602.3	989.8	622.9	986.1	637.0	1000.0	650.3	1035.5	645.2	1069.3	6	
IH	1	KID	489.6	1889.1	2556.8	80.7	119.9	284.7	170.368	170.345	170.415	0.07	1	1	4	2	6	0			478.0	1925.8	492.7	1882.9	507.3	1850.9	517.3	1796.2	510.1	1738.4	5	
AO	1	OFF	642.5	1070.5	3138.2	76.5	50.0	619.6	170.755	170.725	170.816	0.091	53	3	2	1	0	0			623.1	1061.4	645.3	1071.1	657.6	1074.6	657.9	1073.8	663.4	1065.2	4	
AE	1	THAT	613.4	1639.4	2456.2	64.9	159.5	871.5	170.965	170.935	171.026	0.091	3	1	4	1	3	0			593.8	1610.5	614.3	1647.0	602.9	1671.6	563.8	1671.4	524.4	1640.1	4	
AO	1	QUARTER	536.2	974.6	2047.9	118.4	93.8	322.2	171.155	171.135	171.195	0.06	64	6	4	2	6	4			523.2	976.0	537.1	976.1	545.4	1003.4	550.8	1050.7	551.8	1098.4	5	
AY	1	PIPE	682.0	1209.5	2296.7	139.2	156.5	151.1	171.406	171.385	171.505	0.12	47	1	1	1	1	0			680.5	1232.9	644.5	1360.8	603.8	1494.2	572.6	1586.2	505.0	1566.9	5	
AY	1	LIKE	670.8	1362.7	2370.6	128.4	202.2	132.1	171.712	171.705	171.786	0.081	47	1	6	1	7	0			661.5	1453.8	636.0	1576.9	590.4	1726.9	506.1	1871.7	452.1	1986.3	5	
OW	1	BROKE	558.4	1172.4	1925.1	51.3	129.3	91.0	172.103	172.096	172.176	0.08	62	1	6	1	8	0			551.8	1154.0	525.0	1104.8	503.5	1052.6	486.5	989.2	450.4	966.0	6	
AO	1	FOREARM	508.6	811.7	2328.8	42.2	109.8	294.6	172.509	172.466	172.596	0.13	64	6	4	2	1	1			518.0	825.7	508.9	811.4	521.1	845.8	550.0	948.8	566.9	1043.6	5	
AY	1	I	765.5	1335.2	2322.7	56.4	111.6	171.5	175.606	175.544	175.674	0.13	41	0	0	0	0	0		m	695.9	1548.9	754.0	1419.5	764.7	1325.4	744.4	1239.4	689.6	1126.8	5	
AH	1	WASN'T	567.1	1041.4	2461.1	86.9	63.0	237.1	175.741	175.724	175.774	0.05	6	3	4	2	9	1			569.3	1030.4	567.1	1041.4	563.5	1069.8	560.9	1110.6	554.4	1128.1	5	
IY	1	EVEN	470.2	2244.9	2643.8	211.4	143.1	214.5	175.966	175.943	176.013	0.07	11	3	2	2	0	1			500.1	2247.5	465.8	2239.9	439.4	2185.1	422.7	2056.5	431.6	1888.0	5	
EH	1	THERE	634.9	1807.3	2332.8	97.8	232.5	265.5	176.226	176.193	176.293	0.1	24	6	4	2	3	0			639.7	1832.9	634.1	1800.0	625.7	1724.5	613.6	1650.5	594.4	1574.5	5	
EY	1	THEY	529.9	1740.3	2527.6	79.1	144.8	182.6	176.556	176.544	176.594	0.05	22	0	0	0	3	0			529.9	1740.3	524.5	1773.3	516.0	1826.8	513.8	1856.3	511.5	1864.0	5	
UH	1	TOOK	555.8	1333.9	2221.2	47.4	72.3	796.5	176.73	176.703	176.784	0.081	7	1	6	1	3	0			562.0	1351.0	555.2	1332.6	546.8	1308.0	532.4	1277.2	450.2	1241.6	6	
EY	1	AWAY	621.5	1303.0	2363.0	58.3	261.5	458.1	177.056	177.044	177.163	0.119	22	0	0	0	9	0			616.3	1388.3	599.6	1520.0	587.7	1685.4	555.6	1739.8	521.7	1542.6	5	
AA	1	HOSPITAL	753.0	1223.6	2445.8	82.3	243.6	225.8	177.804	177.777	177.857	0.08	5	3	4	1	0	5			772.5	1258.3	751.3	1220.1	727.9	1191.9	700.2	1181.9	687.1	1197.4	5	
AE	1	THAT	566.9	1649.8	2470.1	93.2	230.0	146.2	178.624	178.587	178.698	0.111	3	1	4	1	3	0			547.3	1660.3	569.1	1647.3	584.1	1615.8	587.0	1591.6	585.4	1576.8	5	
OW	1	OVER	552.2	1177.3	2342.3	488.2	209.4	391.5	179.433	179.418	179.528	0.11	62	3	2	2	0	1			611.0	1135.4	550.8	1061.3	505.9	998.7	471.3	962.1	467.1	935.6	6	
ER	0	OVER	468.2	1112.7	2166.6	140.6	314.2	538.4	179.598	179.578	179.638	0.06	94	0	0	0	1	0			478.8	1122.4	466.0	1111.7	461.3	1156.7	475.2	1218.8	449.7	1259.0	5	
AW	1	GROUND	741.1	1341.9	2024.4	90.4	290.4	333.2	179.897	179.877	180.008	0.131	42	4	4	2	8	3			749.9	1336.1	756.1	1291.0	752.5	1258.9	742.0	1204.0	726.5	1158.5	5	
EY	1	THEY	512.6	1982.1	2667.9	94.2	169.9	232.4	184.234	184.222	184.272	0.05	22	0	0	0	3	0			512.6	1982.1	505.3	1996.0	485.9	1970.4	464.6	1843.8	428.2	1638.1	5	
AA	1	PROBABLY	706.2	1221.4	2115.3	153.9	179.1	139.0	184.432	184.372	184.552	0.18	5	1	1	2	8	1			691.3	1221.7	708.0	1207.5	614.4	1061.9	546.9	973.3	513.7	961.8	6	
IY	0	PROBABLY	450.6	2047.7	2614.0	125.8	214.7	199.2	184.688	184.662	184.741	0.079	12	0	0	0	8	0											802.8	2691.1	4	
IH	1	DIDN'T	550.8	1856.6	2607.7	97.7	150.8	339.0	184.828	184.791	184.902	0.111	1	4	4	2	3	3			507.6	1852.5	555.1	1858.3	591.6	1860.8	628.5	1829.7	644.6	1777.2	4	
IH	1	IT	645.7	1824.4	2514.4	89.5	97.7	159.9	185.008	184.961	185.101	0.14	1	1	4	1	0	0			655.2	1835.4	642.8	1820.5	600.7	1778.6	567.0	1754.4	540.7	1742.3	5	
AO	1	WORE	555.5	959.4	2164.5	112.5	80.1	238.3	185.615	185.591	185.662	0.071	64	6	4	2	9	0			537.7	909.9	557.2	962.9	565.6	991.6	559.7	1028.4	554.2	1077.2	5	
AO	1	OFF	678.8	1056.9	2339.5	52.0	42.4	103.4	185.794	185.771	185.841	0.07	53	3	2	1	0	0			684.5	1068.3	677.0	1054.8	670.6	1044.9	676.8	1044.2	695.3	1047.0	5	
AY	1	BY	784.8	1531.1	2950.3	342.2	685.6	601.9	185.954	185.962	186.061	0.099	41	0	0	0	1	0			655.7	1230.3	666.5	1357.7	660.0	1531.7	625.2	1682.7	590.4	1804.2	4	
UW	1	THROUGH	467.9	1526.4	1783.6	137.3	257.4	194.7	186.519	186.512	186.631	0.119	73	0	0	0	8	0			456.9	1408.7	458.7	1274.0	471.3	1201.1	458.9	1078.4	525.9	1184.5	5	
EY	1	RAIN	674.8	1711.2	2041.2	135.0	199.6	229.9	186.736	186.722	186.852	0.13	21	4	4	2	7	0			670.3	1773.7	637.1	1955.8	605.1	2119.5	597.3	2192.8	598.6	2176.9	5	
IY	1	PEOPLE	401.4	2175.5	2538.1	173.7	214.1	316.8	187.095	187.062	187.162	0.1	11	1	1	1	1	1			408.6	2207.2	401.8	2167.8	410.4	2110.8	418.1	1897.9	427.8	1632.5	4	
OW	1	ROLLING	585.0	1042.6	2272.4	59.6	66.3	161.9	187.379	187.372	187.452	0.08	62	5	4	2	7	1			581.8	1032.6	575.1	1001.9	581.1	987.3	590.7	970.9	597.0	940.9	5	
AA	1	ON	743.1	1388.3	2364.6	108.6	382.8	837.1	187.632	187.602	187.692	0.09	53	4	4	2	0	0			738.6	1418.8	742.7	1382.5	746.7	1407.4	746.6	1456.6	746.9	1417.7	5	
AH	0	IT	716.0	1700.4	2797.3	105.2	103.5	660.7	187.805	187.782	187.852	0.07	6	1	4	1	0	0			714.8	1687.4	714.9	1702.0	700.2	1701.1	690.6	1719.6	691.3	1735.6	4	
AE	1	LAST	644.2	1723.6	2669.0	59.5	119.4	194.1	193.687	193.654	193.754	0.1	33	3	4	1	7	0			644.3	1682.5	643.7	1726.4	635.1	1746.7	613.9	1791.9	597.8	1851.0	4	
IH	1	YEAR	503.0	1795.9	2373.2	103.5	162.2	1954.7	193.96	193.943	193.994	0.051	14	6	4	2	9	0			496.5	1801.4	503.8	1795.1	507.0	1789.5	507.6	1780.2	506.6	1770.7	5	
AE	1	LAST	603.9	1540.0	2532.2	53.8	147.2	104.7	195.045	195.022	195.092	0.07	33	3	4	1	7	0			594.6	1495.5	605.4	1546.6	609.8	1556.3	609.6	1554.6	613.8	1573.9	5	
AH	1	SUMMER	691.0	1250.2	2486.0	180.3	399.3	501.2	195.239	195.222	195.272	0.05	6	4	1	2	3	1			679.3	1278.4	691.0	1250.2	696.1	1211.1	682.9	1150.9	662.3	1102.5	5	
ER	0	NEVER	466.9	1182.9	1713.0	125.5	185.7	197.4	203.658	203.635	203.705	0.07	94	0	0	0	1	0			478.4	1193.4	463.2	1174.2	433.9	1110.1	399.5	1081.9	358.6	1105.1	6	
EH	1	THERE	644.7	1759.5	2207.8	109.2	276.0	174.1	203.931	203.914	203.964	0.05	24	6	4	2	3	0			646.1	1772.8	644.7	1759.5	640.6	1731.1	634.7	1702.4	628.9	1687.3	5	
IY	1	EITHER	524.8	2059.1	2428.9	134.7	183.3	261.3	204.074	204.044	204.134	0.09	11	3	3	2	0	1			523.0	2015.7	525.0	2060.4	526.8	2009.8	520.3	1908.9	519.1	1798.8	5	
ER	0	EITHER	641.1	1691.5	3019.5	219.7	277.4	852.6	204.231	204.205	204.284	0.079	94	0	0	0	3	0			673.3	1622.2	633.0	1700.9	645.8	1732.6	666.4	1746.9	629.7	1791.9	4	
AY	1	I	745.4	1278.0	2410.5	146.3	188.9	485.6	208.564	208.53	208.6	0.07	41	0	0	0	0	0		m	748.2	1448.6	721.2	1338.5	745.3	1273.4	712.7	1208.1	662.0	1116.1	5	
EH	1	THERE	522.8	1846.7	2520.6	87.7	210.5	647.2	208.893	208.87	208.939	0.069	24	6	4	2	3	0			532.2	1881.1	522.1	1843.2	521.8	1826.7	532.0	1813.8	542.8	1781.3	4	
AH	1	COUPLE	613.1	1235.0	2040.9	106.7	154.4	1038.1	209.092	209.069	209.139	0.07	6	1	1	1	6	1			590.9	1246.3	616.4	1215.8	627.6	1139.9	627.0	1071.0	597.4	984.6	6	
AY	1	TIMES	715.6	1315.3	2704.4	104.0	212.8	422.9	209.314	209.269	209.359	0.09	41	4	1	2	3	3		m	659.0	1314.2	682.0	1325.7	715.6	1315.3	725.8	1330.7	713.8	1313.6	5	
IH	1	REALLY	495.0	1768.8	3329.5	175.0	312.5	1456.5	209.926	209.909	209.959	0.05	1	5	4	2	7	1			496.0	1777.3	495.0	1768.8	495.1	1733.5	489.1	1604.2	484.0	1508.9	4	
IY	0	REALLY	452.9	2220.4	3722.5	230.0	120.2	1071.9	210.056	210.009	210.15	0.141	12	0	0	0	7	0			459.1	2251.2	453.0	2219.7	445.8	2236.8	477.3	2050.1	811.8	2811.6	3	
IH	0	BECAUSE	420.5	2205.8	2465.2	298.0	403.4	1153.8	210.547	210.53	210.58	0.05	1	1	6	1	1	1			419.9	2084.9	420.5	2205.8	449.6	2303.0	615.7	2328.2	720.5	2369.6	4	
AH	1	BECAUSE	604.9	1357.3	3140.9	48.1	108.3	895.1	210.83	210.69	211.11	0.42	6	3	4	2	6	0			622.3	1366.0	603.7	1359.0	595.0	1374.9	580.9	1426.5	530.8	1454.4	4	
AY	1	MY	686.6	1335.3	2445.3	161.2	191.0	519.7	211.384	211.384	211.444	0.06	41	0	0	0	2	0		s	652.7	1470.8	611.2	1525.7	564.0	1609.8	528.4	1712.1	496.5	1731.5	4	
AE	1	GRANDFATHER	685.7	1716.8	1971.2	75.4	140.4	1190.0	211.568	211.535	211.635	0.1	33	4	4	2	8	5			648.9	1724.1	689.5	1715.1	701.2	1667.4	687.9	1566.9	671.3	1466.2	5	
AA	2	GRANDFATHER	640.6	1163.3	2397.7	69.3	78.7	470.9	211.775	211.745	211.834	0.089	43	3	3	2	1	1			655.3	1160.7	640.0	1164.1	625.5	1176.0	605.2	1177.5	582.2	1169.2	5	
ER	0	GRANDFATHER	545.2	1410.5	2197.7	75.0	192.2	588.0	211.884	211.864	211.924	0.06	94	0	0	0	3	0			546.1	1388.9	544.9	1412.3	550.3	1416.8	597.9	1375.1	613.0	1392.3	5	
AH	1	WAS	519.9	1308.6	2643.7	69.1	187.6	802.0	212.014	211.994	212.054	0.06	6	3	4	2	9	0			520.3	1319.8	519.9	1306.0	520.2	1280.0	522.4	1261.2	522.9	1268.2	5	
EH	1	THERE	562.4	1719.1	2447.1	68.8	164.1	308.9	212.201	212.174	212.254	0.08	24	6	4	2	3	0			548.0	1708.1	563.4	1721.0	567.2	1742.3	561.9	1749.6	546.5	1738.4	4	
IY	1	HE	441.2	2076.6	2602.7	260.4	264.8	231.1	212.498	212.475	212.544	0.069	12	0	0	0	0	0			449.2	2113.6	440.4	2071.6	417.2	1785.4	640.4	1758.2	720.3	1721.4	5	
AY	1	DIED	693.8	1366.3	2479.0	43.2	125.9	790.9	212.692	212.604	212.854	0.25	41	1	4	2	3	0			683.5	1397.9	693.8	1366.3	681.3	1413.9	637.1	1657.4	588.1	1872.7	5	
EH	1	THEN	697.9	1671.0	2772.6	68.2	115.1	128.2	213.064	213.044	213.104	0.06	2	4	4	2	3	0			695.6	1672.2	698.1	1670.4	698.4	1662.2	693.9	1654.3	687.8	1652.6	5	
AY	1	I	1137.9	1890.2	2979.1	301.4	346.4	509.0	214.195	214.205	214.275	0.07	41	0	0	0	0	0		m	1000.4	1762.9	787.5	1551.3	659.0	1372.6	729.2	1352.0	741.5	1376.1	6	
AE	1	HAVEN'T	690.6	1502.8	2453.7	47.7	120.5	196.2	214.325	214.305	214.365	0.06	3	3	2	2	0	1			714.7	1466.1	687.1	1507.4	653.7	1545.9	620.6	1563.4	593.9	1558.4	5	
IH	1	SINCE	611.0	1641.0	2392.1	115.9	316.1	452.2	214.871	214.854	214.904	0.05	1	4	4	2	3	3			613.0	1620.5	611.0	1641.0	603.9	1699.3	600.4	1773.4	597.6	1804.4	4	
OW	1	SO	604.5	1258.2	2696.9	120.4	203.4	349.4	215.059	215.044	215.104	0.06	63	0	0	0	3	0			598.9	1259.2	617.1	1258.4	633.7	1264.3	640.1	1265.7	641.7	1262.9	4	
AY	1	I	641.7	1262.8	2798.4	65.2	167.8	619.5	215.092	215.104	215.154	0.05	41	0	0	0	0	0		m	627.4	1273.4	619.3	1282.2	622.2	1291.2	638.7	1304.8	660.2	1322.3	4	
IY	0	REALLY	514.2	1954.5	2217.9	254.6	329.8	796.3	215.384	215.354	215.444	0.09	12	0	0	0	7	0			525.7	1762.1	512.8	1968.4	491.6	2014.4	480.5	1938.1	472.5	1790.7	4	
ER	0	REMEMBER	522.7	1557.6	3627.0	95.2	130.6	590.6	215.831	215.785	215.924	0.139	94	0	0	0	1	0			530.6	1517.9	525.2	1565.5	566.5	1622.5	595.6	1707.4	608.9	1712.2	4	
OW	1	NO	679.7	1243.8	2365.7	72.7	108.1	1241.0	221.555	221.532	221.683	0.151	63	0	0	0	4	0			681.3	1227.5	682.2	1180.5	665.4	1118.0	623.5	1097.8	537.9	1052.7	5	
AH	1	THE	566.1	1133.7	2569.5	55.0	85.7	278.8	221.796	221.742	221.903	0.161	6	0	0	0	3	0			542.1	1122.0	567.0	1135.3	566.1	1151.4	560.4	1144.6	506.2	1120.7	5	
AA	1	FARTHEST	609.0	1178.2	2199.1	60.5	148.8	351.2	222.524	222.507	222.558	0.051	44	6	4	2	1	4			606.1	1143.2	609.3	1184.5	607.7	1218.2	605.7	1234.2	603.4	1238.8	5	
AH	0	TO	457.3	1701.7	2285.6	111.6	445.5	555.8	223.284	223.267	223.317	0.05	6	0	0	0	3	0			459.7	1745.7	457.3	1701.7	452.6	1561.4	448.0	1426.6	443.8	1326.7	5	
ER	0	VIRGINIA	447.6	1550.0	1889.8	215.4	278.7	545.4	223.644	223.617	223.697	0.08	94	2	5	2	1	2			461.2	1460.8	447.2	1556.8	437.6	1607.8	419.5	1614.6	406.4	1673.2	5	
IY	1	BEACH	405.8	2361.2	2916.1	189.6	215.0	1999.7	224.11	224.067	224.197	0.13	11	2	5	1	1	0			399.1	2299.4	408.5	2365.1	420.5	2310.0	398.8	2351.0	462.7	2330.7	4	
EH	1	THERE	543.4	1739.1	2307.7	98.1	211.2	383.3	225.332	225.315	225.365	0.05	24	6	4	2	3	0			547.7	1756.7	543.4	1739.1	539.2	1726.5	538.0	1722.9	537.8	1722.0	4	
ER	0	FOR	537.9	1276.0	1683.6	54.4	111.3	229.0	225.541	225.504	225.614	0.11	94	0	0	0	1	0			542.2	1245.4	537.5	1282.0	539.1	1306.7	559.7	1285.8	604.6	1268.8	5	
AA	1	R	683.0	1140.8	2537.0	144.5	197.0	405.6	225.711	225.645	225.844	0.199	44	6	4	2	0	0			665.9	1151.9	690.1	1140.2	754.4	1095.3	740.8	1123.3	724.8	1207.5	4	
IY	1	T	479.9	2079.8	2507.7	273.8	260.2	167.5	226.094	226.064	226.155	0.091	12	0	0	0	3	0			461.4	1989.7	473.8	2085.9	445.4	2100.2	430.2	2085.9	428.7	2061.5	5	
IY	1	C	453.4	2139.4	2471.8	259.6	323.9	272.6	226.314	226.274	226.395	0.121	12	0	0	0	3	0			451.9	2094.0	453.6	2142.8	437.9	2147.6	406.0	1990.7	614.7	1639.8	5	
