vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
IH	1	HERE	469.9	2139.3	2713.6	128.2	228.8	310.2	173.547	173.517	173.607	0.09	14	6	4	2	0	0			541.1	2133.7	469.0	2136.0	465.7	2078.6	482.1	1943.4	516.2	1816.0	4		455	1990	2518	14.6	1	here	173.5524
AO	1	MORNING	619.5	1003.5	2186.5	108.6	286.9	374.3	176.49	176.46	176.549	0.089	64	6	4	2	2	4			562.2	994.8	623.1	1006.4	641.3	1035.6	641.4	1064.7	635.8	1120.5	6		643	1016	2319	54.6002	1	morning	176.5011
IH	1	SHIFTS	508.3	1642.0	2781.8	57.0	162.4	770.5	176.892	176.859	176.959	0.1	1	3	2	1	5	3			496.3	1645.7	509.6	1639.3	522.8	1596.2	532.0	1558.8	507.0	1494.4	5		517	1642	2763	1.32153	1	shifts	176.8971
OW	1	GO	462.5	939.5	1902.3	111.3	279.3	549.6	178.345	178.33	178.41	0.08	63	0	0	0	6	0			463.5	941.0	476.3	991.0	466.6	1048.1	446.3	1112.2	421.1	1191.0	6		509	1034	2382	62.0006	1	go	178.3544
AY	1	NIGHT	751.0	1482.3	2903.0	91.2	170.3	353.6	178.956	178.919	179.099	0.18	47	1	4	1	4	0			751.0	1481.4	740.3	1541.2	689.5	1710.6	579.6	1864.8	527.8	2029.1	4		732	1432	2314	47.1414	1	night	178.9513
AO	1	SORTA	462.9	1128.9	2368.0	80.6	243.7	345.1	179.86	179.836	179.907	0.071	64	6	4	2	3	4			440.8	1238.9	465.3	1123.6	480.7	1120.3	505.4	1147.7	534.2	1202.1	6		513	1157	2295	54.60031	1	sorta	179.8857
UH	1	HOOKEY	618.2	1099.8	2140.6	77.8	93.4	2136.7	180.599	180.576	180.646	0.07	7	1	6	1	0	1			616.3	1087.8	616.7	1101.7	591.2	1105.8	549.3	1111.4	498.7	1172.0	6		626	1096	2901	7.16101	1	hookey	180.5937
AA	1	LOT	730.4	1290.3	3079.9	62.9	110.7	221.4	181.387	181.357	181.446	0.089	5	1	4	1	7	0			712.6	1245.2	731.5	1294.1	737.0	1344.8	737.6	1384.5	715.2	1418.3	4		733	1334	2961	5.1417	1	lot	181.4028
UW	1	DO	493.1	1632.9	2862.0	101.8	359.6	355.1	181.944	181.937	182.037	0.1	73	0	0	0	3	0			492.6	1615.7	487.7	1615.0	484.4	1562.7	486.1	1608.8	490.5	1703.7	4		480	1555	2453	73.0003	1	do	181.9413
AY	1	TIME	796.6	1637.2	2670.4	108.5	113.6	253.9	191.771	191.703	191.843	0.14	41	4	1	2	3	0		s	758.5	1587.3	786.9	1612.3	796.2	1639.8	763.5	1699.5	717.6	1780.6	4		797	1628	2664	41.4123	1	time	191.7661
AO	1	OFF	763.8	1169.6	3128.7	61.3	255.6	235.4	191.986	191.923	192.112	0.189	53	3	2	1	0	0			745.2	1121.8	767.0	1173.0	783.4	1133.0	790.8	1210.4	752.3	1119.4	4		766	1156	1819	53.321	1	off	191.9883
EH	1	ANYTHING	771.4	1799.4	2242.1	123.3	207.3	1233.2	193.561	193.534	193.614	0.08	2	4	4	2	0	2			678.3	1588.4	771.3	1798.6	763.8	1781.0	746.0	1782.8	696.3	1544.8	6		737	1804	2531	2.44202	1	anything	193.5851
AW	1	OUTDOORS	670.4	1484.4	2247.9	191.4	282.0	1024.8	193.89	193.864	193.973	0.109	42	1	4	1	0	4			661.2	1494.7	704.9	1458.4	716.8	1378.5	669.8	1341.3	584.4	1334.3	5		730	1384	2124	42.14104	1	outdoors	193.9171
AO	1	OUTDOORS	514.7	1056.0	2447.9	93.4	146.2	176.9	194.103	194.063	194.183	0.12	64	6	4	2	3	3			480.0	1222.9	517.8	1038.2	528.0	930.4	540.2	936.7	550.7	1064.7	5		528	910	2450	64.6003	1	(out)doors	194.1279
AH	1	HUNTING	718.7	1185.5	1977.0	125.5	74.6	1643.1	195.015	194.988	195.068	0.08	6	4	4	2	0	4			698.3	1152.8	720.2	1189.6	723.0	1255.1	703.7	1347.0	648.6	1435.0	5		732	1225	2542	6.44203	1	hunting	195.0253
EH	1	ANYTHING	744.3	1847.0	2591.3	233.4	435.9	1176.0	196.36	196.343	196.393	0.05	2	4	4	2	0	2			784.7	1884.1	744.3	1847.0	694.8	1818.3	694.2	1806.4	688.5	1811.6	5		673	1849	2701	2.44202	1	anything	196.3914
AA	1	NOT	823.9	1544.8	2787.4	98.7	157.6	782.3	196.869	196.843	196.922	0.079	5	1	4	1	4	0			811.9	1541.0	823.9	1545.6	819.9	1533.6	812.7	1542.0	792.9	1571.5	4		803	1473	2235	5.1414	1	not	196.8743
AH	1	STUCK	618.9	1425.7	2230.7	72.4	277.8	661.6	197.109	197.082	197.162	0.08	6	1	6	1	3	0			541.1	1455.0	626.0	1420.8	685.4	1420.0	713.9	1421.7	706.7	1354.0	6		683	1374	2373	6.1613	1	stuck	197.1336
AY	2	INSIDE	796.4	1695.2	2753.0	69.4	233.7	328.6	197.478	197.422	197.572	0.15	41	1	4	2	3	0		s	728.5	1629.3	795.5	1685.9	774.9	1713.9	751.6	1799.4	717.6	1795.8	4		782	1596	2551	41.1423	1	(in)side	197.4812
AE	1	HAPPY	720.5	1778.9	2520.5	109.1	287.9	530.9	197.829	197.792	197.903	0.111	3	1	1	1	0	1			737.6	1830.7	717.6	1767.4	713.0	1673.8	717.1	1668.2	684.7	1670.5	5		741	1806	2571	3.11101	1	happy	197.8059
AH	1	COMING	675.7	1391.5	2676.2	79.9	186.6	786.4	199.235	199.208	199.288	0.08	6	4	1	2	6	1			603.8	1457.3	681.1	1387.4	732.2	1312.6	724.8	1246.8	656.1	1228.4	5		742	1266	2806	6.412	1	coming	199.2518
IH	1	HERE	487.7	2052.9	2768.6	86.3	68.5	136.0	199.465	199.429	199.538	0.109	14	6	4	2	0	0			484.4	2051.7	488.9	2051.9	508.2	2040.9	515.4	1987.3	536.5	1921.1	4		488	2049	2771	14.6	1	here	199.4598
AO	1	OFFICE	829.1	1190.3	3065.2	82.4	225.0	66.4	200.261	200.198	200.388	0.19	53	3	2	1	0	1			820.7	1259.4	830.4	1184.7	829.7	1173.7	826.1	1190.7	791.7	1202.1	4		812	1139	2584	53.32101	1	office	200.276
AO	1	TORTURE	505.7	1118.8	2320.6	142.1	100.3	194.3	202.149	202.122	202.202	0.08	64	6	4	2	3	4			492.0	1149.7	506.2	1117.8	507.4	1109.1	506.1	1146.5	501.8	1218.9	6		520	1108	2364	54.60031	1	torture	202.155
OW	1	KNOW	709.8	1428.1	2104.0	69.1	143.5	1115.3	206.608	206.555	206.766	0.211	63	0	0	0	4	0			697.5	1486.5	711.1	1322.4	722.1	1284.4	704.5	1147.5	687.4	1147.0	6		711	1314	2387	62.0004	1	know	206.6293
AE	1	EXACTLY	614.5	1730.2	2356.0	66.1	180.8	188.8	208.847	208.79	208.96	0.17	3	1	6	1	3	4			567.9	1718.4	614.5	1734.7	614.3	1789.2	575.6	1807.5	501.3	1853.2	5		614	1788	2330	3.16104	1	(e)xactly	208.8658
AY	1	KIND	702.3	1714.4	2263.6	56.3	330.0	318.3	210.648	210.618	210.678	0.06	41	4	4	2	6	3		m	672.9	1737.7	693.8	1714.4	702.3	1714.4	699.2	1718.5	687.6	1708.7	5		712	1708	2259	41.44263	1	kind	210.6478
EH	1	MESSED	723.4	1585.9	2479.3	90.7	191.8	565.0	210.968	210.948	211.007	0.059	2	3	4	1	2	3			716.0	1562.0	723.8	1590.4	721.7	1624.3	701.4	1590.5	686.7	1547.8	5		716	1540	2371	2.3422	1	messed	210.9641
AW	1	ACCOUNTING	740.1	1572.0	2875.2	89.7	253.7	1061.4	212.955	212.927	213.097	0.17	42	4	4	2	6	1			748.3	1561.3	755.2	1455.6	732.3	1312.1	727.5	1206.7	701.0	1174.1	4		751	1500	3176	42.44203	1	(ac)counting	212.9769
AW	1	ACCOUNTING	756.2	1541.6	2585.3	65.9	291.0	850.9	215.297	215.278	215.368	0.09	42	4	4	2	6	1			752.9	1541.3	783.3	1511.9	783.9	1431.5	765.2	1377.8	733.8	1332.4	5		801	1440	3020	42.44203	1	(ac)counting	215.3273
AO	1	OFFICES	778.6	1334.1	1561.3	67.0	121.8	1190.2	215.551	215.518	215.618	0.1	53	3	2	1	0	2			763.4	1347.3	782.2	1331.6	786.8	1198.2	745.8	953.2	755.3	1116.6	6		827	1336	2963	53.32101	1	offices	215.5666
IH	1	HERE	522.4	2025.8	2685.4	168.8	219.0	201.1	215.985	215.929	216.098	0.169	14	6	4	2	0	0			516.1	2079.4	523.2	2015.8	523.9	1920.7	519.2	1885.3	528.6	1842.5	4		513	2107	2791	14.6	1	here	215.9598
AO	1	SORTA	496.1	1043.1	2107.5	65.6	132.7	484.5	217.901	217.871	217.96	0.089	64	6	4	2	3	4			477.2	1110.7	496.7	1041.9	502.1	1043.9	514.5	1087.2	518.0	1159.4	6		626	1110	2342	54.60031	1	sorta	217.9313
AE	0	TRANSPIRED	608.3	1883.1	2457.1	124.4	317.2	809.0	218.649	218.626	218.696	0.07	3	4	4	2	8	5			597.8	1831.1	607.3	1891.7	597.1	1909.7	595.3	1906.8	600.8	1891.9	5		607	1879	2738	3.44284	1	transpired	218.672
AY	1	TRANSPIRED	589.8	1454.4	2252.2	83.5	81.0	265.3	218.893	218.856	218.955	0.099	41	0	0	0	1	1		s	577.7	1310.0	589.5	1439.2	577.4	1532.9	534.9	1601.8	514.7	1640.5	5		639	1411	2437	41.6001	1	(tran)spired	218.88
AE	1	AFTER	596.4	1689.6	2788.2	88.7	118.9	738.1	219.089	219.055	219.156	0.101	33	3	2	1	0	4			588.3	1708.2	596.9	1687.4	602.8	1664.8	609.9	1632.2	599.8	1587.5	4		607	1662	2686	3.32104	1	after	219.1108
AA	1	LOT	754.3	1423.9	2796.1	153.5	201.3	421.9	226.356	226.312	226.443	0.131	5	1	4	1	7	0			761.9	1389.5	754.4	1429.3	759.5	1494.3	740.0	1532.1	709.8	1504.5	4		760	1407	2799	5.1417	1	lot	226.3487
AA	1	LOT	749.0	1498.1	2715.7	44.3	160.1	219.2	227.26	227.237	227.307	0.07	5	1	4	1	7	0			732.6	1453.8	751.9	1503.7	761.6	1522.1	762.3	1560.8	742.8	1592.0	4		767	1528	2663	5.1417	1	lot	227.276
IH	2	INTERNATIONAL	464.1	1844.0	2846.0	224.8	162.6	378.2	227.623	227.596	227.676	0.08	1	4	4	2	0	2			421.6	1785.4	461.5	1851.6	439.9	1907.0	482.7	1933.2	508.6	1922.7	4		522	1911	2785	1.44205	1	international	227.6663
AE	1	INTERNATIONAL	669.3	1906.1	2640.9	149.0	105.4	222.7	227.893	227.836	228.006	0.17	3	3	5	1	4	2			660.2	1864.0	668.9	1906.8	673.0	1905.0	679.9	1852.1	654.3	1787.1	4		670	1903	2631	3.35142	1	(inter)national	227.9028
AH	1	STUFF	593.8	1380.8	2750.3	72.6	269.7	534.3	228.399	228.366	228.466	0.1	6	3	2	1	3	0			523.8	1392.0	602.5	1376.8	640.1	1299.6	644.2	1255.7	634.0	1244.3	5		675	1365	2937	6.3213	1	stuff	228.4199
AH	1	DONE	701.4	1545.2	2610.7	64.6	95.6	325.3	228.943	228.886	229.057	0.171	6	4	4	2	3	0			551.1	1643.8	714.8	1527.8	771.3	1428.5	765.3	1436.2	721.2	1521.9	5		793	1446	3120	6.4423	1	done	228.9755
AY	1	GUYS	810.7	1710.2	3027.7	43.8	217.8	587.7	230.036	229.929	230.268	0.339	41	3	4	2	6	0			756.4	1737.4	809.5	1716.1	761.8	1795.7	597.2	1910.0	529.8	1979.7	4		810	1709	3040	41.0026	1	guys	230.0453
EH	1	FRIENDS	744.4	1488.5	2593.8	110.2	116.3	562.7	232.095	232.058	232.168	0.11	2	4	4	2	8	3			720.5	1433.6	746.7	1497.7	766.9	1558.3	765.5	1598.3	722.4	1616.2	5		790	1585	2947	2.44283	1	friends	232.1122
EH	1	AHEAD	756.2	1736.0	2890.2	80.5	125.1	561.4	234.614	234.587	234.667	0.08	2	1	4	2	0	0			755.3	1739.4	755.2	1735.2	737.0	1726.5	698.6	1716.1	631.7	1698.6	4		765	1733	2911	2.142	1	(a)head	234.6136
IY	1	ME	454.0	2087.8	2879.2	427.9	184.0	239.4	234.837	234.797	234.917	0.12	12	0	0	0	2	0			479.8	2070.6	441.4	2086.6	425.4	2043.0	455.8	2036.6	495.3	2172.9	4		505	2092	2867	12.0002	1	me	234.833
OY	1	DELOITTE	490.3	1600.4	2426.8	121.8	159.5	256.8	236.776	236.723	236.883	0.16	61	1	4	1	7	0			514.2	1202.4	482.7	1639.0	442.6	1627.2	415.2	1184.7	416.1	1300.7	6		535	1070	2824	61.1417	1	(De)loitte	236.7176
AA	1	COLORADO	833.6	1427.2	2858.7	63.7	190.6	172.5	237.904	237.854	238.004	0.15	5	1	4	2	7	1			831.1	1433.7	833.2	1427.0	826.0	1444.6	798.8	1478.7	683.6	1554.9	4		834	1428	2836	43.14271	1	(Colo)rado	237.9156
AE	1	AND	669.5	1974.0	2661.6	123.3	89.9	561.1	238.983	238.856	239.236	0.38	3	4	4	2	0	3			625.6	2078.7	661.0	1971.7	686.1	1922.3	689.3	1814.2	653.9	1843.3	5		623	2076	2600	3.44203	1	and	238.9313
AE	1	TRAVELS	647.9	1751.9	2393.8	64.5	129.5	387.8	239.795	239.755	239.875	0.12	3	3	2	2	8	1			616.2	1697.3	651.5	1755.9	668.2	1754.0	674.9	1720.1	669.5	1630.3	5		668	1757	2457	3.32281	1	travels	239.8088
IH	1	BIG	498.8	2250.3	3957.0	385.0	112.6	652.2	243.808	243.791	243.841	0.05	1	1	6	2	1	0			454.0	2260.0	498.8	2250.3	483.5	2251.0	476.9	2260.4	479.1	2269.1	3		437	1978	2416	1.1621	1	big	243.7191
AA	1	GOT	705.6	1763.3	2167.9	74.7	342.6	562.2	244.491	244.461	244.551	0.09	5	1	4	1	6	0			652.7	1689.0	709.3	1757.0	745.6	1693.8	754.2	1655.1	757.1	1629.0	6		758	1615	2359	5.1416	1	got	244.531
IY	1	HE	512.5	2332.9	2953.8	538.2	553.7	492.8	246.466	246.429	246.539	0.11	12	0	0	0	0	0			487.5	2320.2	517.3	2330.6	560.6	2236.4	553.6	2116.5	503.9	1905.4	4		573	2233	2866	12.	1	he	246.4854
OW	1	TOLD	529.7	1351.3	2339.5	361.7	410.0	1025.2	246.609	246.59	246.669	0.079	62	5	4	2	3	3			503.7	1373.5	548.5	1236.3	563.0	1163.2	577.8	1093.4	597.5	1023.1	6		699	1185	2687	62.54233	1	told	246.6507
AO	1	OFTEN	721.1	1411.6	2577.5	75.6	110.7	222.8	270.652	270.612	270.732	0.12	53	3	2	1	0	4			686.8	1466.7	723.3	1405.3	727.6	1342.6	712.6	1288.2	677.6	1260.4	4		719	1360	2520	53.32104	1	often	270.6592
AE	1	FAMILY	609.6	2029.0	2715.1	131.9	203.8	311.3	271.244	271.201	271.331	0.13	39	4	1	2	1	1			540.0	2005.2	618.7	2023.1	669.4	1964.8	676.5	1936.6	704.6	1800.1	4		665	1953	2670	3.41212	1	family	271.2717
EH	1	THERE	591.8	1681.3	2313.9	123.3	156.3	568.7	271.842	271.792	271.941	0.149	24	6	4	2	3	0			570.2	1674.0	591.5	1682.1	591.8	1671.1	591.4	1673.1	588.2	1650.3	5		542	1680	2795	24.6003	1	there	271.7903
OW	1	GO	465.1	1018.4	2609.6	76.6	217.3	382.5	273.62	273.593	273.703	0.11	63	0	0	0	6	0			454.3	1030.1	485.5	1007.1	509.2	1041.0	515.1	1119.6	493.5	1228.4	5		583	1104	2854	62.0006	1	go	273.6507
IY	1	SEE	403.0	1981.4	2762.8	63.1	97.5	210.3	273.916	273.883	273.983	0.1	12	0	0	0	3	0			408.5	1983.2	402.5	1978.6	399.0	1946.1	392.7	1917.1	393.0	1858.7	4		402	1986	2777	12.0003	1	see	273.9185
AO	1	ORANGEMEN	641.9	1024.2	2230.3	97.4	1414.4	1097.6	274.487	274.433	274.594	0.161	64	6	4	2	0	2			608.6	1332.3	646.3	1008.1	632.7	1214.0	662.6	989.0	644.5	1169.5	5		674	993	2206	54.60002	1	Orangemen	274.5395
IH	1	HERE	540.9	1673.4	2025.2	174.5	248.2	180.4	277.626	277.589	277.7	0.111	14	6	4	2	0	0			517.2	1688.8	542.9	1670.8	538.0	1663.8	550.1	1613.9	563.9	1585.6	6		525	1697	1941	14.6	1	here	277.6222
AA	1	ROCHESTER	731.6	1484.1	2938.1	70.6	179.0	318.6	281.146	281.109	281.219	0.11	5	2	5	1	7	2			698.0	1446.3	732.6	1487.5	734.6	1541.5	723.9	1568.5	691.1	1605.1	4		727	1508	2570	5.16175	1	Rochester	281.1649
EH	1	SPENT	706.3	1534.9	3021.7	87.7	162.2	491.8	281.789	281.749	281.868	0.119	2	4	4	2	1	3			691.9	1483.0	704.7	1528.5	673.0	1579.2	647.6	1553.8	585.2	1491.1	5		714	1529	3033	2.44213	1	spent	281.7888
EY	1	DAY	475.0	2218.9	3413.3	168.2	182.6	599.0	282.683	282.659	282.809	0.15	22	0	0	0	3	0			472.7	2259.4	455.0	2329.8	438.3	2449.7	418.2	2441.9	379.1	2337.9	3		461	2121	2909	22.0003	1	day	282.6906
IH	1	TRIPS	542.9	1653.1	2429.1	156.8	184.4	309.1	282.959	282.939	282.998	0.059	1	1	1	1	8	3			535.5	1646.6	542.5	1653.4	532.9	1641.7	514.9	1628.7	497.0	1627.9	4		549	1662	2434	1.1118	1	trips	282.9555
EH	1	THERE	534.0	1803.3	2548.0	105.4	108.9	191.0	283.245	283.208	283.319	0.111	24	6	4	2	3	0			531.1	1817.0	534.2	1804.5	534.0	1832.2	545.6	1863.6	541.0	1817.6	4		536	1799	2536	24.6003	1	there	283.2433
OW	1	GO	476.7	1275.5	2531.2	60.3	209.5	294.7	283.52	283.498	283.588	0.09	63	0	0	0	6	0			473.7	1266.4	478.9	1308.9	482.1	1335.9	477.9	1351.4	468.3	1403.0	5		477	1289	2546	62.0006	1	go	283.5281
AA	1	CONCERTS	737.2	1448.4	2195.2	100.8	147.1	770.0	283.905	283.868	283.979	0.111	5	4	4	2	6	4			739.5	1489.3	736.2	1445.6	745.4	1452.6	769.3	1476.7	761.5	1503.1	5		772	1517	2797	5.44204	1	concerts	283.9042
AH	1	STUFF	628.0	1452.6	2327.7	102.6	131.2	998.0	284.451	284.398	284.558	0.16	6	3	2	1	3	0			563.1	1449.0	636.3	1418.6	647.3	1341.2	640.5	1362.6	615.3	1309.2	6		658	1466	3126	6.3213	1	stuff	284.4755
AA	1	ROCK	795.7	1297.8	2436.8	69.2	206.9	412.3	287.922	287.876	288.015	0.139	5	1	6	1	7	0			717.4	1292.0	808.3	1303.2	852.2	1320.9	836.7	1283.8	803.2	1328.1	6		864	1410	2876	5.1617	1	rock	287.9455
AA	1	CONCERTS	787.0	1415.4	2154.5	121.7	118.8	1016.8	288.222	288.185	288.295	0.11	5	4	4	2	6	4			774.1	1411.0	788.5	1415.8	801.1	1431.0	798.9	1443.8	744.3	1447.2	6		783	1453	3062	5.44204	1	concerts	288.2105
AO	1	GONE	703.6	1303.3	2607.1	91.1	104.5	852.5	289.182	289.148	289.249	0.101	53	4	4	2	6	0			606.4	1284.5	708.4	1304.0	735.8	1275.7	735.5	1269.6	734.5	1320.3	5		738	1280	2984	53.4426	1	gone	289.1977
AW	1	OUT	790.7	1388.0	2885.4	92.8	199.4	151.4	289.317	289.299	289.419	0.12	42	1	4	1	0	0			801.3	1397.8	814.9	1415.3	778.8	1415.7	689.1	1385.8	604.2	1320.3	5		823	1446	2887	42.141	1	out	289.3259
IY	1	SEE	418.4	2105.5	3494.6	336.0	143.4	410.8	289.871	289.808	289.998	0.19	12	0	0	0	3	0			436.5	2104.3	423.8	2112.8	427.2	2134.0	436.5	2230.1	501.8	2130.9	3		410	2024	2858	12.0003	1	see	289.8672
AA	1	ROLLINS	801.4	1260.7	1836.0	88.5	127.4	1523.5	290.849	290.806	290.936	0.13	5	5	4	2	7	1			790.0	1282.4	803.3	1260.4	811.9	1241.5	798.8	1192.0	784.7	1176.8	6		843	1303	2994	5.54271	1	Rollins	290.8572
AH	1	DOES	557.7	1560.0	2485.1	46.8	215.6	359.2	291.669	291.642	291.723	0.081	6	3	4	2	3	0			523.7	1635.3	559.5	1553.9	573.5	1507.8	557.0	1498.0	510.9	1479.7	5		605	1586	2922	6.3423	1	does	291.6849
OW	1	SPOKEN	523.9	1090.3	2342.3	46.3	139.5	161.7	292.035	292.022	292.152	0.13	62	1	6	1	1	1			540.4	1079.1	523.2	1021.4	465.1	934.8	425.7	876.6	438.8	1118.3	6		562	1190	2866	62.16111	1	spoken	292.0467
AY	1	SOMETIMES	705.2	1606.7	2909.7	105.0	194.6	827.6	292.777	292.722	292.833	0.111	41	4	1	2	3	3		m	617.5	1606.3	670.0	1558.0	705.2	1606.7	690.8	1653.7	649.1	1642.4	5		708	1649	3212	41.4123	1	(some)times	292.7817
EY	1	DAY	470.2	2031.2	2763.1	95.1	263.5	990.7	296.334	296.293	296.422	0.129	22	0	0	0	3	0			458.1	2026.6	467.8	2034.6	441.9	2072.6	425.8	2069.9	474.2	1959.3	4		471	2026	2713	22.0003	1	day	296.3245
AH	1	BUFFALO	632.1	1142.6	2624.0	60.5	112.3	156.4	299.457	299.434	299.504	0.07	6	3	2	1	1	2			609.7	1134.4	633.5	1143.4	637.8	1140.2	626.5	1120.0	616.2	1088.4	5		671	1190	2745	6.32112	1	Buffalo	299.4584
OW	1	SO	547.5	1415.6	2399.9	59.5	152.4	269.3	299.914	299.874	300.035	0.161	63	0	0	0	3	0			535.8	1442.0	582.0	1347.7	590.2	1322.5	592.1	1257.2	562.5	1167.3	5		605	1391	2699	62.0003	1	so	299.9313
AW	1	OUT	661.7	1556.8	2438.7	51.1	285.6	344.2	301.483	301.47	301.54	0.07	42	1	4	1	0	0			663.9	1552.5	677.7	1516.2	666.5	1474.0	642.5	1478.5	592.2	1505.9	5		710	1670	2814	42.141	1	out	301.4968
AH	1	MUCH	614.3	1274.4	2457.9	114.0	149.9	801.1	301.887	301.861	301.94	0.079	6	2	5	1	2	0			635.1	1211.6	607.9	1290.8	549.3	1388.6	459.3	1451.0	361.9	1423.3	5		689	1237	2902	6.16123	1	much	301.8757
AA	1	POSSIBLE	695.1	1306.8	3009.4	81.7	119.1	121.6	302.167	302.131	302.24	0.109	5	3	4	1	1	2			657.1	1272.2	699.3	1310.3	726.2	1345.2	727.5	1360.1	702.0	1377.0	4		732	1356	3103	5.34212	1	possible	302.1934
AW	1	OUT	663.6	1470.0	2809.5	73.6	98.3	627.2	303.089	303.061	303.201	0.14	42	1	4	1	0	0			663.6	1470.0	703.6	1417.0	702.6	1390.3	671.0	1339.5	618.2	1372.6	5		719	1427	3026	42.141	1	out	303.1193
EH	1	THERE	558.7	1669.6	2560.6	95.0	148.6	419.2	303.337	303.32	303.371	0.051	24	6	4	2	3	0			551.7	1659.0	560.2	1671.6	566.6	1682.0	566.1	1691.3	572.1	1689.6	5		586	1794	2758	24.6003	1	there	303.3586
EY	1	DANA	488.6	2218.3	2799.8	42.4	53.6	227.0	305.426	305.361	305.492	0.131	21	4	4	2	3	1			467.3	2032.7	474.3	2152.4	490.0	2220.8	523.7	2247.6	545.3	2238.3	5		472	2157	2835	21.44231	1	Dana	305.4042
IY	1	SHE'S	351.7	2503.1	3254.1	160.9	204.3	952.4	305.848	305.801	305.941	0.14	11	3	4	2	5	0			352.3	2517.5	351.6	2489.6	350.7	2342.3	351.5	2355.8	352.0	2352.3	3		345	2180	2759	12.0025	1	she's	305.8658
IH	1	SIX	501.1	1915.3	3381.7	72.8	188.7	989.5	308.171	308.135	308.244	0.109	1	1	6	1	3	3			480.2	1919.8	502.7	1914.5	492.9	1952.9	466.5	2019.6	452.4	1948.9	4		511	1908	3573	1.16133	1	six	308.1763
AO	1	FOUR	481.4	769.1	1907.6	67.6	199.7	596.8	309.021	308.964	309.134	0.17	64	6	4	2	1	0			480.3	798.2	482.7	773.5	501.6	839.5	527.8	959.8	548.2	1086.2	6		524	869	2374	64.6001	1	four	309.0281
AY	1	I	778.1	1741.4	2835.6	58.1	186.9	995.9	319.818	319.779	319.919	0.14	41	0	0	0	0	0		m	766.5	1719.2	766.4	1760.4	707.7	1739.9	653.0	1720.0	534.8	1631.7	4		783	1744	3079	41.0006	1	I	319.8173
AH	1	LOVE	656.9	1257.3	2539.1	35.2	157.8	326.4	320.046	320.019	320.099	0.08	6	3	2	2	7	0			661.5	1270.4	655.7	1255.2	636.7	1228.1	610.0	1205.3	577.2	1186.7	5		686	1405	2879	6.3227	1	love	320.0339
AH	1	SUCH	552.7	1529.0	2634.6	48.3	166.0	268.6	321.322	321.302	321.362	0.06	6	2	5	1	3	0			548.1	1536.9	552.0	1529.4	534.4	1550.7	500.9	1560.0	542.6	1637.2	5		571	1599	2755	6.16133	1	such	321.3187
EY	1	CASE	530.4	2179.9	2630.9	239.1	385.8	1042.3	321.648	321.612	321.742	0.13	21	3	4	1	6	0			530.0	2218.2	509.6	2226.6	528.3	2127.9	501.6	1976.0	448.4	2086.6	5		533	2233	2744	21.342	1	case	321.6421
AH	1	LOVE	607.2	1268.7	2301.6	53.1	208.9	217.8	322.185	322.162	322.232	0.07	6	3	2	2	7	0			604.2	1233.7	606.3	1277.3	592.1	1305.9	571.5	1322.3	545.0	1339.3	6		615	1339	2383	6.3227	1	love	322.1863
IY	1	DEALING	453.8	1937.7	2708.4	260.4	180.5	227.2	322.348	322.331	322.382	0.051	11	5	4	2	3	1			456.7	1939.3	453.4	1937.7	458.5	1945.3	478.1	1948.5	496.6	1932.4	4		459	1931	2705	11.5423	1	dealing	322.3515
AO	1	ALBANY	667.4	1000.5	2104.5	166.2	299.9	564.6	327.129	327.093	327.202	0.109	53	5	4	2	0	5			563.3	1054.7	678.8	985.0	679.9	919.7	679.1	947.8	682.7	989.8	6		725	1030	2473	53.54205	1	Albany	327.1763
AY	1	TIMES	771.4	1475.6	2429.9	59.0	148.4	691.4	328.176	328.092	328.302	0.21	41	4	1	2	3	3		s	724.0	974.8	767.0	1467.7	759.9	1516.0	738.3	1645.7	697.7	1716.7	6		768	1500	2743	41.4123	1	times	328.1777
IH	1	KID	509.8	2028.9	2665.8	64.4	125.8	603.8	329.2	329.16	329.28	0.12	1	1	4	2	6	0			475.1	2064.3	514.9	2025.3	545.8	1980.9	544.1	1967.6	529.9	1933.9	5		546	1993	2659	1.1426	1	kid	329.2162
OW	1	GOING	557.1	888.4	2043.0	213.5	201.7	675.5	329.454	329.431	329.53	0.099	62	0	0	0	6	1			554.8	894.6	579.8	900.1	595.4	911.2	583.7	910.6	586.6	908.8	6		630	916	2542	62.4426	1	going	329.4726
AE	1	FAMILY	615.3	1997.9	2708.0	87.0	121.6	283.4	329.897	329.86	329.971	0.111	39	4	1	2	1	1			590.3	1975.4	615.0	1998.4	609.7	1950.2	635.5	1804.9	660.7	1621.8	5		615	2002	2705	3.41212	1	family	329.8942
OW	1	GOING	530.7	1137.2	2334.5	76.3	232.6	635.7	330.175	330.15	330.25	0.1	62	0	0	0	6	1			528.5	1163.0	545.1	1102.0	588.4	1065.2	623.8	1098.2	622.6	1113.4	5		622	1079	2330	62.4426	1	going	330.2133
EH	1	THERE	572.8	1793.0	2591.2	109.2	192.9	191.1	332.39	332.3	332.57	0.27	24	6	4	2	3	0			557.8	1755.9	572.2	1793.4	558.4	1797.5	551.9	1811.7	542.4	1778.6	4		553	1742	2622	24.6003	1	there	332.3444
